[01:09:03] Can't kekulize mol.  Unkekulized atoms: 3 7

[01:09:10] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:09:10] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:09:11] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:09:28] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:09:28] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:09:38] Can't kekulize mol.  Unkekulized atoms: 3 6

[01:09:39] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:09:43] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:09:50] Can't kekulize mol.  Unkekulized atoms: 3 6

