[01:09:53] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:09:53] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:09:55] Can't kekulize mol.  Unkekulized atoms: 3 9

[01:09:56] Can't kekulize mol.  Unkekulized atoms: 3 6 18 21 22 25 26 28

[01:10:15] Can't kekulize mol.  Unkekulized atoms: 3 10 11 14

[01:10:29] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:10:30] Can't kekulize mol.  Unkekulized atoms: 3 11 12 14 15 17

[01:10:35] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:10:35] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:10:43] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:10:43] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:10:57] Can't kekulize mol.  Unkekulized atoms: 3 12

[01:11:01] Can't kekulize mol.  Unkekulized atoms: 3 10 11 13 14 16

[01:11:05] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:11:07] Can't kekulize mol.  Unkekulized atoms: 3 10

[06/10/20 01:11:12 standardiser.neutralise WARNING] zwitterion with more negative charges than quaternary positive centres detected
[01:11:12] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:11:16] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:11:16] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:11:20] Can't kekulize mol.  Unkekulized atoms: 3 6

[01:11:25] Can't kekulize mol.  Unkekulized atoms: 3 7

[01:11:26] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:11:34] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:11:34] Can't kekulize mol.  Unkekulized atoms: 3 13

[01:11:43] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:11:45] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:11:48] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:11:48] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:11:49] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:11:52] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:11:52] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:12:14] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:12:30] Can't kekulize mol.  Unkekulized atoms: 3 12

[01:12:31] Can't kekulize mol.  Unkekulized atoms: 3 12

[01:12:34] Can't kekulize mol.  Unkekulized atoms: 3 7

[01:12:34] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:12:34] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:12:34] Can't kekulize mol.  Unkekulized atoms: 3 13

[01:12:35] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:12:39] Can't kekulize mol.  Unkekulized atoms: 3 15

[01:12:41] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:12:46] Can't kekulize mol.  Unkekulized atoms: 3 14

[01:13:05] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:13:05] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:13:11] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:13:19] Can't kekulize mol.  Unkekulized atoms: 3 12

[01:13:21] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:13:21] Can't kekulize mol.  Unkekulized atoms: 3 12

[01:13:33] Can't kekulize mol.  Unkekulized atoms: 3 14

[01:13:45] Can't kekulize mol.  Unkekulized atoms: 3 11 12 14

[01:14:08] Can't kekulize mol.  Unkekulized atoms: 3 12

[01:14:14] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:14:16] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:14:17] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:14:17] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:14:19] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:14:28] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:14:32] Can't kekulize mol.  Unkekulized atoms: 3 9

[01:14:38] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:14:38] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:14:45] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:14:50] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:14:53] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:15:01] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:15:01] Can't kekulize mol.  Unkekulized atoms: 3 12

[01:15:02] Can't kekulize mol.  Unkekulized atoms: 3 6

[01:15:03] Can't kekulize mol.  Unkekulized atoms: 3 7

[01:15:05] Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 8 9

[01:15:16] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:15:21] Can't kekulize mol.  Unkekulized atoms: 0 2 4 5 6 7

[01:15:25] Can't kekulize mol.  Unkekulized atoms: 3 10 11 13 14 17

[01:15:37] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:15:37] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:15:37] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:15:37] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:15:46] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:15:48] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:16:03] Can't kekulize mol.  Unkekulized atoms: 3 10

[01:16:08] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:16:10] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:16:10] Can't kekulize mol.  Unkekulized atoms: 3 12

[01:16:11] Can't kekulize mol.  Unkekulized atoms: 3 7

[01:16:17] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:16:25] Can't kekulize mol.  Unkekulized atoms: 3 5

[01:16:27] Can't kekulize mol.  Unkekulized atoms: 3 7

[01:16:27] Can't kekulize mol.  Unkekulized atoms: 3 13

[01:16:29] Can't kekulize mol.  Unkekulized atoms: 2 5

[01:16:29] Can't kekulize mol.  Unkekulized atoms: 3 12

[01:16:40] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:16:48] Can't kekulize mol.  Unkekulized atoms: 3 8

[01:16:54] Can't kekulize mol.  Unkekulized atoms: 3 5

